Symbol,Date,Open,High,Low,Close,Volume
N1LJ.IDX,22-May-2020,7,7,7,7,20300
N1LK.IDX,22-May-2020,26,26,26,26,60900
N1LL.IDX,22-May-2020,12,12,12,12,30900
N1LM.IDX,22-May-2020,3,3,3,3,13500
N1LN.IDX,22-May-2020,41,41,41,41,105300
N1LO.IDX,22-May-2020,17,17,17,17,97900
N1LP.IDX,22-May-2020,8,8,8,8,46100
N1LU.IDX,22-May-2020,168,168,168,168,174200
N3DA.IDX,22-May-2020,8,8,8,8,59600
N3DB.IDX,22-May-2020,10,10,10,10,39400
N3DC.IDX,22-May-2020,7,7,7,7,10300
N3DD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
N3DE.IDX,22-May-2020,1,1,1,1,6400
N3DF.IDX,22-May-2020,1,1,1,1,2000
N3DG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
N3DH.IDX,22-May-2020,7,7,7,7,22700
N3DI.IDX,22-May-2020,2,2,2,2,6000
N3DJ.IDX,22-May-2020,24,24,24,24,20300
N3DK.IDX,22-May-2020,29,29,29,29,60900
N3DL.IDX,22-May-2020,46,46,46,46,30900
N3DM.IDX,22-May-2020,23,23,23,23,13500
N3DN.IDX,22-May-2020,98,98,98,98,105300
N3DO.IDX,22-May-2020,62,62,62,62,97900
N3DP.IDX,22-May-2020,12,12,12,12,46100
N3DU.IDX,22-May-2020,75,75,75,75,174200
N3HA.IDX,22-May-2020,8,8,8,8,59600
N3HB.IDX,22-May-2020,10,10,10,10,39400
N3HC.IDX,22-May-2020,7,7,7,7,10300
N3HD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
N3HE.IDX,22-May-2020,1,1,1,1,6400
N3HF.IDX,22-May-2020,1,1,1,1,2000
N3HG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
N3HH.IDX,22-May-2020,7,7,7,7,22700
N3HI.IDX,22-May-2020,2,2,2,2,6000
N3HJ.IDX,22-May-2020,25,25,25,25,20300
N3HK.IDX,22-May-2020,34,34,34,34,60900
N3HL.IDX,22-May-2020,47,47,47,47,30900
N3HM.IDX,22-May-2020,24,24,24,24,13500
N3HN.IDX,22-May-2020,105,105,105,105,105300
N3HO.IDX,22-May-2020,64,64,64,64,97900
N3HP.IDX,22-May-2020,14,14,14,14,46100
